start	end	text
0.009	12.767	他都是那個燒鴨跟燒肉的。我們謝謝靜怡姊妹為我們準備的影片,我們謝謝姊妹的主持。
17.398	40.831	你剛剛抱我抱得好緊,我就想起來我第一次跟你見面是四年前,師母跟我決定我們要到淡江來跟弟兄姊妹一起混的時候,那黃牧師在樓上安排跟所有同工們見面嘛,對不對?那一次我看這個人滿可愛,我就跟你抱了一下,結果你講了一句話我印象很深,你說我沒有被這個牧師擁抱過。
42.381	69.51	我有沒有記錯?因為我們一般來講,牧師我都跟他握手。牧師,我都覺得很高尚,我不敢抱他。我沒有想到牧師會主動來擁抱我。我們感謝主,我們以後你們這個,只有男生,男生都可以跟我擁抱,沒有問題的。感謝主。好,我們謝謝政才弟兄今天在這邊來跟我們有一些分享。我剛剛看到的,對不起,我還是想到那個燒肉跟那個燒鴨。
71.817	94.629	我想請你可不可以分享一下,在你這樣子一個過程當中,你對於神的供應,剛才我看到的是有天使在旁邊幫助你。你跟淑美在這樣的過程當中,你們經歷的最困難的是什麼樣的狀況,你們又怎麼樣來度過?
95.589	110.867	其實我覺得我們最困難的一點就是剛剛影片也講到我們之前曾經開店也沒有成功就變成有負債其實我們怎麼去面對前面的路我們是比較困難的但是我們只有相信神的供應是絕對不會缺乏的就是我們
111.408	139.89	應該說傻傻的就跟著前面走,也沒有什麼特別的態度的想法,我們就是聖經也有講,生有時,死有時,就是什麼時候都有它的時間,我就想說,就做好神給我現在要做的本分,我也不去想我以後會做什麼做什麼,就是我覺得神把我放在這個位置,我就做好我現在該做的事情,其他不去想太多。牛肉麵也是我很喜歡吃的,那你剛剛上頭說的是你兩次開牛肉麵都
141.561	146.763	繁體中文，臺灣國語。繁體中文，臺灣國語。繁體中文，臺灣國語。繁體中文，臺灣國語。
157.995	174.3	以前還沒新竹,我都覺得自以為是,我都很厲害,我不一定要做燒臘,我可以做牛肉麵,因為我都認為我會,我都認為我很OK,我認為我可以靠我自己,可以創一番事業,我認為靠我自己不會餓死。
174.94	202.415	但是,開牛肉麵的過程其實也是很感恩,我們一直都離不開整個學區,我也不知道為什麼。就是也蠻受好評的,大家都覺得不錯,但是就是生意一直都做不起來。就是我一直就自己檢討,就是自己經營的模式有問題,或是我們掌握的什麼地方沒有掌握好。但是我覺得蠻感恩,再回頭去看,現在我做燒臘,其實因為我覺得,過程裡面我信主了,我懂得謙卑,
203.336	225.066	我就看,神禰為什麼叫我做這件事情。當我回想過去的時候,欸,原來神要我在幾個點,是要學一點東西的。其實我就跟祂講,我以前都是學燒臘的,我都會。但是當我謙卑了以後,我再回去別的地方做燒臘的時候,我會多看,多去想,神禰要我在幾個地方學什麼。
225.486	248.781	當你學會越親密的時候,神給你的恩典就越多。所以你一方面是牛肉麵店這個經驗從生意上來講不是成功的嘛,但是失敗為成功之母,你學到了功課,然後你還是回到你的專業的,專業的在用燒臘店你來服事,這是你跟淑美你們兩個人很清楚看見的,是不是?
249.189	276.613	對,其實我們蓋了兩家店,然後收起來以後,其實我們跟淑美,其實已經沒有勇氣去開店了,因為也沒有本錢啊。當你沒有勇氣去面對,勇氣再往前走的時候,其實一切都是講,就是空講而已,就不會覺得,因為你知道,已經兩次失敗了,你完全完全不敢啊,沒有勇氣,但是有時候,偶爾也會聊天嘛,夫妻一定會多聊天嘛,就偉蘭牧師教的,睡覺前要跟鼻音師母聊兩個小時。
277.21	293.397	對,我們聊20分鐘而已。對,就聊一下,就是如果真的有機會,會做什麼。我也不知道哪裡,就是我推人家就跟他講,做燒臘。就是我們推人家就有個很明確的,如果有機會,我們去做燒臘。
293.951	319.193	所以你們有這樣的感動,剛才影片上講到的就是雖然沒有錢,你膽子好大,沒有錢你還敢去簽那個約喔?其實來加威久了,你就很有信心了。那個電影我記得兩年前我去過一次,那次好像順心帶我們一批人一起去,
321.493	348.562	我那次我就覺得,你給我的肉怎麼那麼多啊?你是因為我是牧師,你給我肉多,還是你那邊肉就是多的呢?沒有,其實我一般來講,認識的會給的比較好,比較盡致。喔,聽到啊。所以你不認識他的,等一下,你還沒有去之前,你要先認識他,才可以去,否則你就少兩排肉啊。其實講到給的多,其實我們對很多客人都很願意付出。其實我覺得也是神的恩典啊。因為經歷過之前的失敗,
349.923	376.572	其實我們經營就想說,如何增加利潤?其實我們就想,如果我今天想給他一塊肉,我就多吃一塊肉,合理嘛。我如果經營,我就很希望我自己多賺一點錢,但是我覺得很感恩,就是神透過天使來告訴我,就是說,神很喜歡我做的一件事情,就是很樂意的給,但是我會擔心,能不能受到就是好的違規,或是怎樣。但是祂告訴我,結果你放心,
377.312	392.01	神會為我準備,神會負責這件事情。因為剛開始的時候,我真的很不敢,又沒錢,又想多賺一點錢,就想說落小一塊,小一塊這樣子。但是很感動的就是,神透過天使來告訴我,讓我知道我給。
392.551	410.043	神是喜悅的,後面的神會負責。我就一直給,一直給,一直給。所以你就一直給,神給你的恩典,你收到了,你很感恩,你就把它給出去,成為一個流通的管道,神的恩典透過你就可以給出去了。我覺得我們店稍微有一點成績,就是我覺得,
410.964	435.997	期待的可能因為是這樣子,因為我們很樂意給,因為我們是學區,我們很多時候學生來家訪,我們都不用付錢,其實很多店就是這樣,但是我們有特別一點,就是看到學生拆吃文,我們覺得好像我們自己的小孩,因為我想說,我小孩子以後也會長大,如果小孩子長大,有人這樣對他很好,就是用點心,就覺得對待自己的小孩,就是我們還多一點菜給他們。感謝主,我知道這個太棒了。
436.357	464.856	有時候想,我們到底賺什麼錢?但是很簡單,我們都還賺到錢。你欠債嘛,對不對?那債務有沒有開始還了一部分?有,其實我們開始做的時候,我們債務都一直有規劃,我們都規劃好我們自己的債務。其實從剛開始的時候,我覺得很好笑、很好玩的一件事情,因為我自己負債嘛,就剛剛講,我自己覺得我沒有什麼,應該怎麼講?
465.862	481.156	沒有能力﹐沒有理由﹐可以去享受﹐享受好的生活﹐因為我有負債﹐我如果自己想我要努力﹐賺錢把債還清﹐但是我一直為了賺錢﹐我賺錢賺錢﹐就是家庭都沒有顧好﹐但是﹐
482.005	504.602	有一次就是我家人很希望我多一點時間陪他,因為我們真的很特別很感恩。我們在學區本來開禮拜一到禮拜六,但是有一次跟我太太聊天,就想說她希望我多休息,就希望禮拜六多陪一下家人,陪一下小孩子。我說,她也知道嘛,我還負債等等。就是說,我們也是禱告。
505.282	524.529	就禱告,跟神禱告說,如果幾個禮拜,禮拜一到禮拜五的業績,是比上個禮拜一到禮拜六多的,我覺得神,禰叫我休息。禮拜六我就不開了。對,就感謝主啊,就是當我禱告了以後,神應許,真的神就每個禮拜一到禮拜五,
531.067	541.71	感謝主。我們的主實在是太愛我們了,對不對?我們莊牧師也很愛我們的業弟兄。感謝主。所以你這樣禱告以後,你跟姊妹這樣禱告以後,
542.654	567.736	這個禮拜五天的業績比上個禮拜六天的業績還要棒。怪不得我禮拜天禮拜六都在這邊聚會都會見到你。因為我是基督徒,禮拜天一定要聚會啊。禮拜天不用講了。因為禮拜天有時候小組啊,就是沒有自己家庭的時間。禮拜六就給家裡。其實剛開始我覺得我們常常禮拜六都是吵架的。
569.787	594.111	純粹一個禮拜的能量以後,禮拜六的時候就可以吵架了。但是也很感恩,我們還有時間去吵架。其實我們吵架都是誣傷彼此的溝通,讓我們的關係會越來越好。是,所以你們夫妻這樣一起同心的時候,在這過程當中就帶給我們非常好的見證。那我剛剛看了影片最後那邊,你還講什麼宰門啊,什麼胖子啊,瘦子,這怎麼回事?
595.538	611.943	因為我們剛剛影片有個就是,他是看不見的嘛,他是有時候常常找我聊天啊,就聊啊,他也說他有信主,但是他自己好像,對啊,就有時候會來問我一些問題啊,就會講到純福音啊,神到底是真的還是假的,
612.483	633.044	就有時候有時間我都會跟他,你就會看到他會坐在我旁邊,就是很忙的時候沒有位子,他就坐在我旁邊跟我講話而已。就是跟他聊,我覺得我們基督徒啊,在整博音也要去,就像益生講的嘛,我們一定要去傳福音嘛。其實很實在我們其實沒有很大的動作的人去傳福音,但是我們附近的人都知道我們是基督徒。
634.053	650.811	其實我覺得有一件事情很好笑,我們對面有兩家店,他們都是拜拜的。有一次我聽到他們在聊天,他們對話就是說,我們都不知道拜什麼,不知道拜什麼,對面就是拜聖耶穌的聖意節目,我們拜得要死要活,就是沒有聖意。
652.193	681.993	建師已經是一個很好的見證,還有就是我們的朋友、鄰居,就是如果說要找,就是叫我們有沒有認識,找就是員工,找共同生,有沒有教會認識的人,他們都覺得教會的人蠻優秀的,對,他們都希望說,如果可以找一些人,就是找基督徒的人,我覺得其實我們在生活裡面,我們在工作裡面,就是見證神的榮耀,做好自己的本分,其實很多人看見我們,就知道我們是神的兒女,
682.193	701.176	所以你照著上帝給你那份,神給你的恩典,你們兩個就勇敢地投進去了,然後神也就完完全全,祂就把祂恩典賜下來,讓你們能夠,這個店能夠順利地開,而且按著你的專業來服侍很多的人,煮很多很好吃的,我肚子已經開始餓起來了。
701.476	720.623	讓所有去他那邊的人得到你的服侍。聽起來那個地方還變成一個傳福音的據點。有機會你們見證神的榮耀,然後把上帝介紹給別人。阿們。還有時間跟老婆在一起偶爾吵一下架。我們謝謝柴哥。
729.394	756.868	兩位牧師幫我搬桌子實在是不敢當了。弟兄姊妹平安，我們要繼續我們職場服事的講題。今天我們是職場服事我們講第六堂了。今天我們職場服事用的題目是身在曹營。這個題目我是想來想去我覺得應該滿符合我想講的東西。
758.933	777.664	因為我想請鄭才來跟大家分享,從他的燒臘我就想到蛋衣裡不吃肉的這一位,然後想到蛋衣裡我就想到耶利米,所以我想他們兩個一生居住環境其實都是非常惡劣的,但是身在曹營,
779.121	808.415	心在悍,還不只心在悍,他們兩個人在他們的生命當中,我們看到的是非常美的見證,就是不管他一生當中有多大的困難,但是他很執著的,神給他那份,他就一直走下去。耶利米服侍了差不多四十年的時間,聖經上講道的時候,你去看的時候,我每次看耶利米書,我都覺得很難讀下去,這樣子的人怎麼過下去呢?
809.189	835.968	大家稱他為流淚的先知。他是一直在哭的。但依理其實好不在哪裡去?但依理出身也是好家庭的,可是被擄到巴比倫去以後,他就在王宮裡頭,然後在那邊一待就待幾十年。如果我的算數沒錯的話,差不多待了66年。那服侍的是誰呢?如果用比較通俗的講法,他其實是
836.749	858.844	王國奴,服侍的是一幫的王。在這樣的情形下,他仍然活出很好的見證。聖經也這樣講,我們一般講到但以理就講那一位靈性非常好的那一位,但以理。我們從他那邊可以很多的學習,我想用他們兩位的故事,
860.759	889.777	做底子,我想把一些概念跟弟兄姊妹來分享一下。我們把PowerPoint繼續打下去好了。標竿人生是我第一個事情想跟弟兄姊妹來分享的。我剛剛講到了我們兩位例子,一個是但依理,一個是耶利米。用他們兩個的例子的話,其實是有蠻多對比的地方,很多地方很不一樣的。因為但依理他雖然是王國奴,但是他位居的是高位的。
890.452	917.587	然後耶利米的話呢,他雖然是個先知,但是他到處都不被人家歡迎,因為他傳的都是跟人家講說,我們要完蛋了,我們要完蛋了,都傳這種。那你不是到哪裡去都挨罵的嗎?但他們兩個人的話呢,有這麼的不一樣,但是有一點我看他們兩個是絕對一致的,就是他們很清楚,他們的一生是神為他們精心大造的。
918.336	945.658	但以理的一生是按照神為他打造的,這樣子的一個人生,他來定他的標竿人生。耶利彌的一生也是按著神給他那份。但他們兩個人的話,他們的背景又完全不一樣。當我每一次跟弟兄姊妹分享,你們會注意到我過去幾次的話,我一直強調的就是,我們一定要了解在我們生命當中,神給我那份是什麼。
945.998	960.924	神給我那份恩昭是什麼?我從第一堂一直講,我大概每一堂都一直會強調的,因此也蠻多弟兄姊妹其實跑來找我,就說龍牧師啊,可是我就是不是很清楚,我沒有聽到上帝給我的聲音,那我想把
961.664	981.738	耶利米跟丹伊裡他們倆的情形,我們也做個對比。我們先看一下耶利米的情形。耶利米的情形的話呢,在聖經裡頭很清楚很清楚的。這邊講到,是在耶利米書第一章這邊,我們一起來,我這邊是在約翰福音,對不起,我要先把這個背景先講一下。約翰福音這邊就是耶穌基督,
982.278	1000.824	祂跟我們講,祂離世之前我引用過很多次的,就是我們被造的話,我們被造是因為上帝派我們到這個世界上來,我們有個任務的。我們中間可能有人活個70歲、80歲、90歲,那現在醫藥越來越發達,我們當中一定有些人要活到100多歲的。
1001.596	1019.299	在世上的這段日子,我們不是隻是在這邊,我們在這邊混日子。我們也不只是說在這邊我們蒙恩得救了,就完了。神要我們在這世界上,祂給我們任務的。每一個人都有任務的。耶穌來都有任務的。所以祂說是,
1020.06	1023.642	繁體中文，臺灣國語繁體中文，臺灣國語繁體中文，
1040.111	1052.639	這個計劃不是我要怎麼樣就怎麼樣的,是神為我打造,神為我計劃的,是祂的計劃的。我們來看一下耶利米的情形是非常非常清楚的。
1056.169	1076.829	耶利米我們來讀一下好不好。我未將你造在腹中,我已曉得你,你未做母胎,我已分別你為聖,我已派你做列國的先知。這是耶利米書裡面講的,講得很清楚。耶利米還沒有出生的時候,上帝就已經定歸他做先知了。所以耶利米他就,
1078.046	1101.884	沒辦法推卸說我不知道上帝要我做什麼,對不對?但依理呢?但依理其實很不一樣。我但依理這邊選一個很平常的一節經文給大家來看。但依理這邊是第一章這邊講到但依理的時候的話呢,這個背景是當時他們有一批俊男被選到王宮裡頭,然後訓練了三年以後要來服侍王的。
1102.841	1117.503	那麼他就必須在那邊服侍,要吃王膳,國王吃什麼,他們吃什麼,喝酒,他們喝酒,但是他的信仰,他的文化背景,他認為這樣是會玷汙他自己,神給他的感動是他要自竭,
1118.404	1120.506	繁體中文，臺灣國語。繁體中文，
1138.063	1162.522	長得比別人都還要更白更胖。那太監姊妹的話說,就允許他們這樣子。所以這一段的話呢,但以理卻立志,不以王的善和王所引的酒玷汙自己,所以求太監長容他不玷汙自己。這個是很簡單的事情,聽起來。我就吃素的嘛,很簡單,我就不吃。可是在那個環境裡頭,人家要你吃什麼,你就吃什麼吧。
1163.268	1189.915	結果你居然敢去那邊去跟他講的話,他這個勇氣,從他那麼年輕的時候,他那個時候應該是十七、八歲,照歷史上來推算的話,應該是祖前605年,巴比倫把他們一大批人擄去的時候,但伊犁在其中,他那個時候應該是三、四歲,然後經過三年的訓練以後的話,十六歲、十七歲,比方說,很年輕的時候,他就立志要自解,
1190.947	1220.042	他就有勇氣按著神給他的感動,他走他那條路。在王宮裡頭,你是王國奴,給你這麼好的待遇,讓你在這邊來服侍,你還這樣子,兩下子不被太監給打昏了。結果他的要求,人家太監也聽了,而且他跟他的朋友活得好好的。而且我們看到後面的話,就形出很多他一生中非常美的一件事情。所以我想跟弟兄姊妹講什麼呢?就是當我們來看
1221.067	1245.595	一粒米跟丹一粒的時候,我想回答弟兄姊妹一個問題,我剛講了,因為一直講恩昭講恩糕的話,很多弟兄姊妹覺得我沒有聽到,我就是沒有聽到,如果你沒有聽到的話,你就是聽到了,羅牧師強人所難。我什麼意思,如果你沒有聽到神要你在做別的什麼東西的話,你現在做的那份就是神給你那份。
1246.732	1274.645	至少在你現階段,是神給你的。師母跟我,我們經歷了蠻多的一些事情。那我們幾十年的,容許我這樣講,幾十年的一個結論的話,其實蠻簡單的。Stay put,你就停在你這個地方。如果有感動,神會用各個方法。你聽不到,祂會跟你講。你聽不到,祂會跟你講。他現在已經,耳朵已經不行了,被我講了。
1277.824	1296.27	上帝怎麼可能要你知道什麼事情你聽不到他不繼續跟你講呢?可能嗎?他如果要你去做一件他認為好的事情你沒有聽到他是不是請問你的小孩你要請讓他做一件好事的話他聽不到的時候你在幹嘛?
1297.585	1301.888	我們一定會讓他知道,上帝怎麼可能不讓我們知道呢?
1320.162	1347.466	上帝為我們打造我們的生命,為我們定歸我們一生的標竿人生,祂不會不讓我們知道我們應該往哪裡去的,祂不會不讓我們知道我們今天應該做什麼事情,但是你一定要從今天做起。如果我今天該做的事情我不做的話,我老是在想,十年以後,上帝要怎麼大大的用我的話呢?對不起,門都沒有,
1348.643	1378.37	真的,不是這樣子的。我們的生命是在今天神給我們這份上,我們就守好。你就會發現,原來是這樣子,是那樣子。你就會發現,你就走出來,你就走在神的旨意裡頭。阿們,好不好?你現在敢不敢跟你旁邊的人講說,我現在越來越清楚,神在我生命中的恩兆是怎麼回事。你敢講這句話嗎?敢嗎?敢的人就跟你旁邊的人講一講好了。
1390.282	1410.308	好,我們看下一張,下一張,下一個經文是很棒的經文,因為我前天收到的,從手機上收到的,結果今天您出門,我本來想要獻一下,就是說羅牧師也有iPhone,然後也會在這樣子,拿著一個小手機在這邊講道,結果居然忘掉了,所以就沒辦法獻一下。
1410.708	1430.474	人心求算自己的道路,為耶和華指引他的腳步。這是我們很親密的一對夫婦兄弟姊妹,他們從上海回來兩年的時間了,在101那邊聚會,我們每個禮拜去那邊跟他們都有一個小組。
1430.794	1458.528	在她經過了很多的困難以後,她前天發了一個信息給我們,是用LINE,我們用高科技的,用LINE發給我們所有的101小組的弟兄姊妹。說到以後,師母跟我們真的很得安慰,因為她為了家庭的緣故放棄在大陸的工作,回來服侍他們的父母,回來因為家庭的緣故的話,
1460.589	1480.687	公司那個時候是讓他轉工作轉回臺北的,可是很短的時間之後就沒有工作了。然後他的感動很清楚的是,神要他就用做他公司,原來公司的代理商。那這個其實很危險的事情,因為公司那個產品的話呢,是很貴很貴的,很不容易賣的東西。
1481.664	1507.034	所以一直都沒有生意,但是他們就一直持守在那邊。那天收到這個信息,他們說,他們就是這節經文一直支撐著他們,然後最近接到一個很大的訂單。神就是要鼓勵他們說,我為你定歸的,你聽到了,你走下去了。你知道你要開燒臘店,你就開燒臘店,那我就讓你的生意就好了。
1507.807	1536.699	這是最大的弟兄姊妹。我們把掌聲給我們的上帝,好嗎?祂為我們預備的就是最棒的,就是最棒的。我們今天在座,我不把祂叫起來,否則祂等一下罵我。我們有一對夫婦也是從上海回來的,他們也是很類似情形。他們為了服事的緣故,前兩年我的弟兄就辭去他的工作,然後他的感動是神要他進入一家,
1538.592	1556.446	中國的本地公司我們聽到以後心裡頭都替他緊張因為這個是很難做的事情但是他原因很簡單因為他們要接棒在上海那邊要在上海團企裡頭越來越重的責任他需要時間
1557.227	1582.54	他需要時間,我們剛才弟兄說,他需要時間跟家裡要能夠有時間在一起。我們這位弟兄跟他的姊妹,他們在教會裡頭需要來服事。所以他這個工作給他更多的彈性,他就毅然決然地就走下去了。也是走了一年,然後走得很辛苦。那薪水跟他原來比的話,一點點。那我前陣子見到他,他說我們已經賺錢了。
1583.2	1608.38	而且賺的錢還不少的樣子。所以等一下說不定說是帶他去吃飯,說不定應該讓他負帳。感謝主,我們要把掌聲給我們的神。人心抽算自己的道路,為耶和華指引他的腳步。我們如果清楚這樣的話,我們就可以看下面這張圖了。這個圖給大家看過好幾次了,兩次了我記得,對不對?這個就是
1609.923	1632.239	瑞田為我做的使命蛋糕,對不對?你一定要做出使命蛋糕來,真正可以吃的,我們就好好的賣一賣好不好?我這邊幫你賣這個使命蛋糕。這邊三層蛋糕,底下那層我跟弟兄姊妹講過的,就是亞當夏娃被造以後,上帝給人類的就是一個生養眾多,
1633.08	1634.501	繁體中文，臺灣國語
1660.742	1682.456	我在我的生命當中,神給我的那一份的個人使命是什麼呢?我一直用這個來做例子,就是跟弟兄姊妹鼓勵大家,特別是因為我的講題是從職場服事的角度來講的。職場我是很寬的定義的,大家記得,不是隻是你去得薪水的那個才叫職場。
1682.756	1711.268	你如果在社區服務的,那個是你的職場。你在家裡帶小孩的,那是你的職場。你去做義工的,那是你職場。就是我們在我們職場上那一份,上帝給我們那一份是什麼。這個是我一直要跟弟兄姊妹講的。那麼今天講的第一個P,the plan,就是希望弟兄姊妹非常清楚的知道在個人使命這個層次上,上帝為我精心打造的,我的一生的
1712.073	1735.426	我再講一次,不一定所有的人都像耶利米還沒出生出來就知道做先知的。事實上絕大部分人都不是這樣子的。但是你可以去問小組裡頭小組長,你可以問教會的牧師、執事,你可以問一下傳道們,我們每一個人的經歷的話都是越走越清楚的。
